gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1880664091	StillImage	image/jpeg	https://static.inaturalist.org/photos/4009470/original.jpg?1465897861	http://www.inaturalist.org/photos/4009470			2016-06-14T09:48:01Z	Chiara Catalano		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Chiara Catalano
1880664091	StillImage	image/jpeg	https://static.inaturalist.org/photos/4009471/original.jpg?1465897873	http://www.inaturalist.org/photos/4009471			2016-06-14T09:48:01Z	Chiara Catalano		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Chiara Catalano
1880664091	StillImage	image/jpeg	https://static.inaturalist.org/photos/4009472/original.jpg?1465897884	http://www.inaturalist.org/photos/4009472			2016-06-14T09:48:01Z	Chiara Catalano		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Chiara Catalano
1880596062	StillImage	image/jpeg	https://static.inaturalist.org/photos/20494397/original.jpeg?1530257235	https://www.inaturalist.org/photos/20494397			2004-01-01T08:00:00Z	enkidoo		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	enkidoo
1880595918	StillImage	image/jpeg	https://static.inaturalist.org/photos/20494299/original.jpeg?1530256759	https://www.inaturalist.org/photos/20494299			2004-01-01T08:00:00Z	enkidoo		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	enkidoo
1880595918	StillImage	image/jpeg	https://static.inaturalist.org/photos/20494301/original.jpeg?1530256766	https://www.inaturalist.org/photos/20494301			2004-01-01T08:00:00Z	enkidoo		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	enkidoo
1880589748	StillImage	image/jpeg	https://static.inaturalist.org/photos/20447967/original.jpg?1530172227	https://www.inaturalist.org/photos/20447967			2018-06-28T07:49:47Z	Françoise Alsaker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Françoise Alsaker
1880543916	StillImage	image/jpeg	https://static.inaturalist.org/photos/20144068/original.jpeg?1529696835	https://www.inaturalist.org/photos/20144068			2018-06-17T22:42:17Z	Daniel Cahen		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Daniel Cahen
1880524934	StillImage	image/jpeg	https://static.inaturalist.org/photos/20019051/original.jpeg?1529494506	https://www.inaturalist.org/photos/20019051			2018-06-20T19:12:36Z	Jeremy Barker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Barker
1880524934	StillImage	image/jpeg	https://static.inaturalist.org/photos/20019057/original.jpeg?1529494517	https://www.inaturalist.org/photos/20019057			2018-06-20T19:13:19Z	Jeremy Barker		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Jeremy Barker
1880524415	StillImage	image/jpeg	https://static.inaturalist.org/photos/20015188/original.jpg?1529479909	https://www.flickr.com/photos/74738817@N07/41104682550/			2018-06-17T22:51:24Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1880524415	StillImage	image/jpeg	https://static.inaturalist.org/photos/20015189/original.jpg?1529479911	https://www.flickr.com/photos/74738817@N07/42866276172/			2018-06-17T22:50:43Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1880509184	StillImage	image/jpeg	https://static.inaturalist.org/photos/19919764/original.jpg?1529333868	https://www.flickr.com/photos/74738817@N07/42160166434/			2018-06-17T01:05:25Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
